sample_id,risk_score,risk_group,z_CLCN5,z_ARHGEF5,z_ITGB2,z_TRIM32,z_SAT1,z_ACOX2
BA2622R,0.480960268024304,high_risk,1.58052913047236,-0.0615793514814874,0.767765635940695,1.76755516842476,0.179971158704977,-0.0688568669908523
BA3221R,0.480094340909504,high_risk,0.510895458851582,1.12980871904205,1.18458370193133,0.958969585701358,1.0196545858644,1.0862040276003
BA2303R,0.477965963069987,high_risk,1.03139259599574,0.599911690084993,1.2939943660917,0.917391150919008,0.574542887151202,0.531332674879442
BA2663R,0.471999943927283,high_risk,1.03280430945414,0.884518399354143,1.339027708664,-0.366718121700821,1.32684051646221,0.985066297045869
BA2697R,0.46424076015613,high_risk,1.63186970567134,-0.00396018942879579,1.54110744928042,-0.61951240578504,1.3125900371923,0.515033157878374
BA2316R,0.462661901373471,high_risk,1.60169303060502,-0.0435647837637423,1.12203570883344,0.815757863043948,-0.051945979891674,1.43281219149974
BA3258R,0.462354955307473,high_risk,1.37941719755821,-0.461022177467507,1.69384035180505,0.417518737247368,0.996678460584277,1.41089263471194
BA3234R,0.460447563850819,high_risk,1.46565797471133,-0.484918607107698,1.56219678979108,0.44936208240515,1.55190006201098,-0.42489318767679
BA2923R,0.460092560591882,high_risk,1.4417934417644,-0.00182446832699451,1.49669011873066,1.07177454177457,-0.168126890293304,0.28556777351075
BA3345R,0.459779842084391,high_risk,1.0463358524413,0.256126552706767,1.03399220029319,0.40057513916848,1.9568233693738,0.242516021008992
BA3152R,0.456266543790468,high_risk,1.61182618300989,-0.204706378474245,1.4757049557707,-0.0405721397790216,0.483571624032183,1.94265312426542
BA3334R,0.450721852032754,high_risk,0.630559994359648,1.3059871079715,-0.0741104963260016,0.66197539518841,1.87147804337877,1.57548168091001
BA2282R,0.450145474446252,high_risk,0.811922769913566,0.0878815993911112,1.49669011873066,0.686756330790828,1.6119806838136,0.640750567491016
